City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bardai,11.65,7.2333,19.72,20,38,3.39,NG,1701997597
366,okhotsk,59.3833,143.3,-4.1,91,100,20.95,RU,1701997598
367,shadrinsk,56.0852,63.6335,-29.86,93,5,2.11,RU,1701997599
368,menaka,15.9182,2.4022,23.88,14,100,4.04,ML,1701997600
369,suva,-18.1416,178.4415,26.71,78,75,2.57,FJ,1701997479
370,ibirama,-27.0569,-49.5178,23.51,99,100,0.96,BR,1701997602
371,psyzh,44.2331,42.0183,1.42,96,100,3.07,RU,1701997603
372,chakari,-18.0629,29.8925,19.11,45,6,2.23,ZW,1701997604
373,dakhla,23.6848,-15.958,19.6,81,52,8.92,EH,1701997604
374,boende,-0.2167,20.8667,21.34,99,91,1.21,CD,1701997605
375,kalutara,6.5831,79.9593,25.02,89,30,1.54,LK,1701997606
376,barra de santo antonio,-9.4047,-35.5072,24.6,82,95,3.56,BR,1701997607
377,metro,-5.1131,105.3067,26.93,75,100,2.87,ID,1701997608
378,ryotsu-minato,38.0833,138.4333,13.39,62,63,7.58,JP,1701997609
379,kingston,17.997,-76.7936,29.53,74,20,1.54,JM,1701997254
380,celestun,20.8667,-90.4,23.15,76,100,5.78,MX,1701997610
381,botro,7.8525,-5.3106,24.97,62,15,2.02,CI,1701997611
382,caleta de carquin,-11.0925,-77.6267,20.38,86,63,4.47,PE,1701997612
383,isla aguada,18.7833,-91.4667,25.02,70,100,4.55,MX,1701997613
384,reggane,26.7158,0.1714,19.13,31,100,2.95,DZ,1701997613
385,sarandi del yi,-33.35,-55.6333,13.26,90,0,3.76,UY,1701997615
386,constantina,36.365,6.6147,6.67,81,0,1.03,DZ,1701997616
387,kerikeri,-35.2268,173.9474,22.23,41,0,1.29,NZ,1701997617
388,kailua-kona,19.6406,-155.9956,28.61,67,100,7.2,US,1701997617
389,badeggi,9.05,6.15,24.62,23,84,1.38,NG,1701997618
390,mantua,45.1667,10.7833,1.7,85,89,0.89,IT,1701997619
391,port-vila,-17.7338,168.3219,26.69,72,99,8.44,VU,1701997620
392,santa rosa de calamuchita,-32.0691,-64.5363,19.94,52,0,0.8,AR,1701997621
393,north cowichan,48.8413,-123.686,7.42,92,100,1.37,CA,1701997622
394,lichinga,-13.3128,35.2406,18.41,86,94,1.43,MZ,1701997622
395,brezina,33.0989,1.2608,11.97,55,89,2.16,DZ,1701997624
396,baruun-urt,46.6806,113.2792,-15.61,97,100,2.23,MN,1701997625
397,mount isa,-20.7333,139.5,33.87,24,0,3.09,AU,1701997627
398,beloyarskiy,63.7119,66.6722,-26.67,97,100,1.79,RU,1701997628
399,ambon,-3.6954,128.1814,31.08,70,40,2.06,ID,1701997629
400,xinyuan,37.3,99.0,-10.01,29,0,3.43,CN,1701997630
401,kuqa,41.7278,82.9364,2.37,44,100,2.7,CN,1701997630
402,port blair,11.6667,92.75,25.02,94,20,1.03,IN,1701997631
403,katsuura,35.1333,140.3,13.65,41,0,2.85,JP,1701997632
404,taro,-8.3862,115.28,25.0,75,100,1.07,ID,1701997633
405,winburg,-28.518,27.0093,14.52,92,0,4.75,ZA,1701997634
406,severobaykal'sk,55.65,109.3167,-26.94,91,45,4.43,RU,1701997635
407,esquina,-30.0144,-59.5272,19.14,83,0,2.55,AR,1701997636
408,sirte,31.2089,16.5887,18.7,60,97,6.08,LY,1701997637
409,bata,1.8639,9.7658,25.09,89,99,3.77,GQ,1701997638
410,ouro sogui,15.6,-13.3167,26.18,13,12,4.81,SN,1701997639
411,kargat,55.1956,80.2811,-36.52,99,8,1.71,RU,1701997640
412,kudahuvadhoo,2.6708,72.8944,28.1,76,100,9.78,MV,1701997641
413,carnarvon,-24.8667,113.6333,23.05,59,0,9.91,AU,1701997642
414,sandakan,5.8402,118.1179,26.08,89,100,1.83,MY,1701997643
415,shimoda,34.6667,138.95,15.61,57,19,2.77,JP,1701997643
416,geraldton,-28.7667,114.6,23.23,46,40,9.26,AU,1701997644
417,madaoua,14.073,5.96,21.29,15,100,3.76,NE,1701997645
418,wuwei,37.9281,102.6414,0.81,29,0,0.63,CN,1701997646
419,dourbali,11.8091,15.8632,22.48,16,79,3.98,TD,1701997647
420,nizhneangarsk,55.7833,109.55,-27.22,88,52,4.02,RU,1701997648
421,novodvinsk,64.4165,40.8122,-25.12,99,89,1.65,RU,1701997648
422,mahanoro,-19.9,48.8,22.14,87,100,1.14,MG,1701997650
423,road town,18.4167,-64.6167,27.05,78,20,2.06,VG,1701997617
424,yuzhno-kurilsk,44.0306,145.8556,3.54,89,100,13.18,RU,1701997651
425,beyneu,45.3167,55.2,-1.71,63,100,6.35,KZ,1701997654
426,at-bashi,41.1702,75.8106,-5.91,57,32,0.98,KG,1701997654
427,mejit,10.2753,170.8646,27.65,81,91,11.05,MH,1701997655
428,batang,-6.4846,110.7083,28.75,73,32,3.1,ID,1701997656
429,laojunmiao,39.8333,97.7333,-2.71,35,0,1.29,CN,1701997657
430,ust'-ilimsk,58.0006,102.6619,-36.54,91,34,1.79,RU,1701997657
431,virginia beach,36.8529,-75.978,7.79,64,20,3.6,US,1701997479
432,undurkhaan,47.3194,110.6556,-20.41,84,28,1.14,MN,1701997659
433,offa,8.15,4.7167,23.09,56,100,1.77,NG,1701997660
434,tomatlan,19.9333,-105.25,23.45,77,17,0.77,MX,1701997661
435,huarmey,-10.0681,-78.1522,20.76,85,75,4.0,PE,1701997661
436,umm kaddadah,13.6017,26.6876,17.3,21,100,4.11,SD,1701997662
437,prieska,-29.6641,22.7474,21.1,35,0,5.11,ZA,1701997663
438,kuanda,56.3161,116.0806,-29.44,97,100,1.31,RU,1701997664
439,chegdomyn,51.1167,133.0167,-18.33,90,99,0.48,RU,1701997665
440,kalmunai,7.4167,81.8167,25.74,87,65,2.42,LK,1701997665
441,axim,4.8699,-2.2405,26.36,83,100,2.67,GH,1701997666
442,el matama,16.7095,33.3565,22.32,33,7,4.21,SD,1701997667
443,barra da estiva,-13.6261,-41.3269,18.65,74,75,2.1,BR,1701997668
444,harnai,30.1005,67.9374,9.96,24,0,1.3,PK,1701997669
445,makarov,48.6333,142.8,-1.65,73,100,9.08,RU,1701997669
446,guiuan,11.0333,125.7247,27.28,82,11,5.34,PH,1701997670
447,liman,48.9884,37.8023,-2.34,80,100,7.66,UA,1701997671
448,alaghsas,17.0187,8.0168,20.04,18,96,3.23,NE,1701997672
449,dankama,13.2978,7.7949,19.74,19,95,3.54,NG,1701997672
450,sabang,5.8933,95.3214,27.46,82,100,6.82,ID,1701997673
451,antigonish,45.6169,-61.9986,-0.36,85,82,3.58,CA,1701997449
452,dongola,19.1667,30.4833,16.84,28,10,4.84,SD,1701997675
453,hazro city,33.9091,72.4921,10.74,30,100,1.26,PK,1701997675
454,dzuunharaa,48.8523,106.4579,-20.59,92,100,1.59,MN,1701997676
455,nishifukuma,33.7667,130.4667,11.27,42,0,2.6,JP,1701997677
456,rongelap,11.1635,166.8941,27.44,83,26,9.46,MH,1701997677
457,dali,25.7,100.1833,10.21,96,100,0.77,CN,1701997678
458,itaparica,-12.8883,-38.6786,26.96,81,99,3.54,BR,1701997679
459,ad dabbah,18.05,30.95,17.96,24,59,4.11,SD,1701997680
460,luang prabang,19.8856,102.1347,21.94,85,89,0.47,LA,1701997680
461,rondonopolis,-16.4708,-54.6356,27.15,59,16,1.17,BR,1701997681
462,aldinga beach,-35.2793,138.4604,33.38,53,99,6.61,AU,1701997682
463,eregli,37.5133,34.0467,9.55,68,99,0.73,TR,1701997683
464,nelson bay,-32.7167,152.15,33.03,70,46,5.81,AU,1701997684
465,kerema,-7.9631,145.7785,28.5,72,100,2.37,PG,1701997685
466,rosso,16.4986,-15.8153,24.03,15,93,5.0,SN,1701997458
467,shingu,33.7333,135.9833,13.0,42,0,0.3,JP,1701997589
468,vilyuysk,63.7553,121.6247,-45.56,100,96,1.34,RU,1701997687
469,daru,-9.0763,143.2092,29.63,64,81,3.69,PG,1701997688
470,namibe,-15.1961,12.1522,22.68,78,100,3.81,AO,1701997392
471,bayanhongor,46.7167,100.1167,-21.07,82,13,1.88,MN,1701997691
472,hobyo,5.3505,48.5268,25.68,69,2,7.03,SO,1701997692
473,tionk essil,12.7856,-16.5217,23.49,64,8,2.41,SN,1701997692
474,nizhneudinsk,54.9076,99.0276,-30.01,98,99,0.98,RU,1701997694
475,ajaccio,42.0,8.9167,5.99,76,100,3.6,FR,1701997694
476,acapulco de juarez,16.8634,-99.8901,28.9,74,40,3.09,MX,1701997695
477,lospalos,-8.5186,127.0025,31.17,50,0,1.38,TL,1701997696
478,ta`u,-14.2336,-169.5144,27.32,82,96,5.25,AS,1701997697
479,hovd,48.0056,91.6419,-11.81,52,0,0.55,MN,1701997698
480,mammoth lakes,37.6485,-118.9721,1.4,30,0,6.17,US,1701997699
481,mahasamund,21.1,82.1,19.15,92,99,1.55,IN,1701997700
482,brisas de zicatela,15.8369,-97.0419,28.29,57,40,1.54,MX,1701997701
483,gaigeturi,33.4644,126.3183,16.6,65,0,7.89,KR,1701997702
484,quarai,-30.3875,-56.4514,18.76,86,0,3.56,BR,1701997703
485,phetchaburi,12.9667,99.5833,24.08,88,94,0.96,TH,1701997704
486,eyl,7.9803,49.8164,22.92,66,7,6.23,SO,1701997705
487,kota,25.1833,75.8333,16.7,68,0,0.76,IN,1701997705
488,imbituba,-28.24,-48.6703,22.72,96,100,1.29,BR,1701997619
489,koubia,11.5833,-11.9,19.16,38,5,1.56,GN,1701997707
490,kourou,5.1552,-52.6478,27.03,92,20,3.71,GF,1701997547
491,al bawiti,28.3492,28.8659,13.25,51,97,0.85,EG,1701997709
492,yanchep,-31.55,115.6833,23.34,50,0,5.83,AU,1701997710
493,muroto-misakicho,33.2833,134.15,14.58,59,0,0.99,JP,1701997711
494,duluth,46.7833,-92.1066,4.6,91,0,8.75,US,1701997651
495,christchurch,-43.5333,172.6333,21.97,55,40,5.66,NZ,1701997550
496,copiapo,-27.3667,-70.3333,13.83,56,0,0.97,CL,1701997583
497,ust'-talovka,50.5493,81.85,-21.64,100,100,0.43,KZ,1701997714
498,marshalltown,42.0494,-92.908,11.13,77,0,5.14,US,1701997715
499,lerwick,60.1545,-1.1494,6.0,82,100,16.17,GB,1701997716
500,saudarkrokur,65.7461,-19.6394,-7.16,79,8,3.3,IS,1701997717
501,cedeira,43.6797,-8.0209,12.22,77,9,10.0,ES,1701997718
502,waddan,29.1614,16.139,12.38,93,7,3.89,LY,1701997718
503,floro,61.5996,5.0328,1.98,64,4,5.14,NO,1701997719
504,vila franca do campo,37.7167,-25.4333,19.23,99,100,5.67,PT,1701997720
505,cururupu,-1.8283,-44.8683,24.72,87,40,1.84,BR,1701997567
506,hadibu,12.65,54.0333,24.63,69,11,4.91,YE,1701997722
507,nieuw amsterdam,5.8833,-55.0833,26.68,88,9,5.06,SR,1701997722
508,neiafu,-18.65,-173.9833,31.38,66,40,4.12,TO,1701997723
509,bayganin,48.6947,55.8742,-9.33,79,89,4.94,KZ,1701997725
510,khromtau,50.2503,58.4347,-18.9,88,33,5.62,KZ,1701997726
511,same,-4.0667,37.7333,20.66,90,72,1.63,TZ,1701997727
512,khoyniki,51.8911,29.9552,-5.95,96,100,3.37,BY,1701997727
513,torquay,50.4638,-3.5143,9.4,90,8,1.79,GB,1701997728
514,ganghwa-gun,37.7472,126.4856,9.94,75,0,8.08,KR,1701997729
515,san patricio,28.017,-97.5169,22.13,75,100,5.78,US,1701997730
516,menongue,-14.6585,17.691,17.73,93,100,0.37,AO,1701997730
517,yigo village,13.5361,144.8886,29.62,70,75,6.69,GU,1701997731
518,mount pearl,47.5166,-52.7813,-2.14,86,90,4.02,CA,1701997732
519,peace river,56.2501,-117.286,-3.8,77,17,2.59,CA,1701997733
520,kapoeta,4.7717,33.5903,26.58,43,16,1.41,SS,1701997733
521,uzgen,40.7699,73.3007,4.35,39,99,0.82,KG,1701997734
522,karyes,37.3,22.5,5.67,85,49,3.88,GR,1701997735
523,sao joao da barra,-21.6403,-41.0511,24.66,84,3,9.3,BR,1701997736
524,cotonou,6.3654,2.4183,28.99,79,40,5.14,BJ,1701997589
525,fomboni,-12.28,43.7425,27.72,75,97,2.35,KM,1701997737
526,pokhara,28.2333,83.9833,11.75,78,1,1.7,NP,1701997738
527,molde,62.7375,7.1591,-4.01,74,2,5.14,NO,1701997739
528,chirala,15.8167,80.35,21.77,87,63,2.73,IN,1701997740
529,sandnessjoen,66.0217,12.6316,-10.71,74,100,8.2,NO,1701997740
530,xilin hot,43.9667,116.0333,-9.95,93,100,6.27,CN,1701997535
531,fort st. john,56.2499,-120.8529,-6.74,78,99,1.37,CA,1701997742
532,nishinoomote,30.7333,131.0,15.7,51,0,1.74,JP,1701997743
533,peskovka,59.0448,52.3606,-37.38,100,23,0.56,RU,1701997744
534,siracusa,37.0881,15.2792,9.88,54,19,2.67,IT,1701997745
535,farrukhnagar,17.0778,78.2011,16.84,96,17,2.74,IN,1701997746
536,ugoofaaru,5.6667,73.0,28.25,79,100,10.24,MV,1701997747
537,reitz,-27.8014,28.4273,14.4,93,98,2.91,ZA,1701997748
538,kendari,-3.945,122.4989,29.15,68,79,1.62,ID,1701997749
539,avsyunino,55.5652,39.1232,-18.87,99,64,2.21,RU,1701997750
540,lazaro cardenas,17.9583,-102.2,25.96,75,5,0.29,MX,1701997751
541,panguma,8.1833,-11.1333,20.86,96,3,0.54,SL,1701997752
542,chiredzi,-21.05,31.6667,19.39,78,0,2.53,ZW,1701997753
543,princeville,45.7668,-61.2985,-0.64,87,100,10.29,CA,1701997754
544,morondava,-20.2833,44.2833,25.8,85,54,6.06,MG,1701997655
545,mazatlan,23.2167,-106.4167,25.51,75,0,1.79,MX,1701997510
546,severodvinsk,64.5635,39.8302,-24.93,99,42,2.38,RU,1701997521
547,sakakah,29.9697,40.2064,15.76,56,1,3.82,SA,1701997757
548,kilindoni,-7.9139,39.6668,27.1,78,46,2.52,TZ,1701997758
549,chui,-33.6971,-53.4616,15.45,83,12,4.34,UY,1701997602
550,tobol'sk,58.2,68.2667,-31.33,95,8,1.79,RU,1701997759
551,severo-yeniseyskiy,60.3725,93.0408,-31.9,93,100,1.34,RU,1701997761
552,verkhovyna,48.1557,24.7911,-1.0,92,100,0.59,UA,1701997761
553,tsengel,49.4783,100.8894,-17.04,63,19,5.24,MN,1701997762
554,port douglas,-16.4833,145.4667,27.98,61,90,5.14,AU,1701997763
